,MedInc,HouseAge,TotalRooms,TotalBedRooms,Population,Households,Latitude,Longitude,MedHouseVal
12942,2.9016,25.0,2787.0,601.0,1247.0,522.0,38.65,-121.27,1.598
17884,5.2937,17.0,3208.0,617.0,2286.0,602.0,37.41,-121.96,2.38
7531,3.0341,27.0,1694.0,393.0,1890.0,373.0,33.91,-118.23,0.891
6169,4.4625,37.0,1185.0,225.0,769.0,235.0,34.09,-117.93,1.542
9657,1.9732,32.0,2455.0,508.0,1344.0,492.0,36.99,-120.62,0.694
19333,5.0555,4.0,7042.0,1100.0,2936.0,1043.0,38.58,-122.72,2.408
9362,6.6125,42.0,2171.0,362.0,887.0,347.0,37.93,-122.53,3.932
13185,5.1165,40.0,1092.0,213.0,457.0,190.0,33.94,-117.76,1.842
14180,3.1923,31.0,2669.0,514.0,1626.0,499.0,32.72,-117.06,1.169
14836,2.0724,42.0,2013.0,568.0,1920.0,557.0,32.68,-117.1,1.076
12662,3.025,24.0,7740.0,1539.0,4333.0,1397.0,38.5,-121.42,0.879
2228,5.9897,8.0,1519.0,234.0,711.0,248.0,36.85,-119.77,1.236
6848,3.7857,39.0,2390.0,444.0,1246.0,422.0,34.06,-118.14,2.457
16020,10.6605,50.0,1653.0,252.0,641.0,224.0,37.73,-122.47,5.00001
4537,2.2656,47.0,876.0,228.0,872.0,231.0,34.03,-118.21,1.45
19427,2.25,52.0,102.0,23.0,35.0,33.0,37.71,-121.0,1.75
2646,2.4896,33.0,1348.0,234.0,573.0,236.0,40.57,-124.11,0.741
11443,5.2655,28.0,3109.0,561.0,1891.0,562.0,33.72,-117.98,2.431
5582,2.6136,35.0,1499.0,340.0,1141.0,326.0,33.82,-118.3,2.136
3835,4.125,27.0,3440.0,739.0,1827.0,712.0,34.19,-118.43,2.455
14350,2.2982,45.0,3025.0,583.0,1980.0,550.0,32.74,-117.21,0.875
3271,2.4423,21.0,2202.0,484.0,1000.0,381.0,39.07,-122.91,1.023
7614,3.0417,41.0,1941.0,367.0,1204.0,323.0,33.88,-118.23,1.137
1080,1.6797,52.0,677.0,152.0,379.0,154.0,39.73,-121.84,0.948
15092,2.6429,18.0,2447.0,466.0,1573.0,472.0,32.81,-116.93,1.254
3352,2.5,19.0,683.0,139.0,302.0,111.0,40.28,-120.96,0.641
1345,4.1094,14.0,1930.0,363.0,990.0,322.0,38.0,-121.9,1.622
9884,3.4239,12.0,3877.0,914.0,2274.0,858.0,36.69,-121.8,1.948
9595,5.2662,16.0,3369.0,532.0,1770.0,574.0,37.31,-120.44,1.262
18755,1.3801,36.0,1822.0,449.0,930.0,399.0,40.68,-122.35,0.566
18551,2.425,28.0,1607.0,421.0,926.0,385.0,36.96,-122.03,2.161
15764,2.3887,52.0,2416.0,620.0,1188.0,591.0,37.77,-122.43,3.375
16522,5.193,8.0,1883.0,298.0,999.0,301.0,37.81,-121.21,1.721
58,1.2171,52.0,1387.0,341.0,1074.0,304.0,37.82,-122.28,0.803
2898,1.075,52.0,114.0,26.0,158.0,26.0,35.38,-119.01,0.675
6095,4.0417,34.0,912.0,165.0,522.0,150.0,34.12,-117.88,1.78
9437,1.5,32.0,1312.0,315.0,600.0,265.0,37.47,-119.95,0.915
19432,4.1705,11.0,1658.0,301.0,913.0,298.0,37.66,-121.04,1.628
558,4.1458,52.0,1049.0,185.0,374.0,176.0,37.76,-122.23,2.485
18641,3.6364,16.0,1592.0,369.0,1039.0,351.0,36.99,-121.99,2.07
795,3.142,23.0,1897.0,440.0,1109.0,418.0,37.64,-122.08,1.795
7792,3.0357,28.0,1035.0,275.0,1545.0,269.0,33.89,-118.08,1.234
17598,4.2414,52.0,2071.0,362.0,825.0,364.0,37.3,-121.89,2.848
14996,3.5492,25.0,1375.0,267.0,1032.0,278.0,32.73,-117.04,1.254
10512,3.4455,4.0,2142.0,625.0,1176.0,483.0,33.52,-117.69,3.25
16604,3.3472,31.0,3476.0,644.0,1476.0,567.0,35.63,-120.72,1.952
5902,4.0223,33.0,2443.0,498.0,1601.0,484.0,34.3,-118.43,1.46
2246,3.4167,23.0,4358.0,819.0,1852.0,802.0,36.82,-119.79,1.052
3793,3.6375,25.0,2450.0,618.0,1054.0,578.0,34.16,-118.37,2.625
7122,3.2143,32.0,4040.0,832.0,2526.0,798.0,33.91,-118.03,1.601
18914,5.5138,7.0,5129.0,820.0,2824.0,738.0,38.15,-122.22,1.711
14487,5.1023,25.0,2911.0,533.0,1137.0,499.0,32.86,-117.25,5.00001
13615,2.1375,39.0,3521.0,747.0,2256.0,721.0,34.13,-117.26,0.875
3202,5.2134,13.0,2360.0,340.0,1055.0,312.0,36.36,-119.64,0.974
5103,3.1346,50.0,1843.0,326.0,892.0,314.0,33.95,-118.3,1.2
6110,4.1995,34.0,2159.0,386.0,1443.0,385.0,34.13,-117.89,1.474
7962,2.875,35.0,1769.0,436.0,1166.0,386.0,33.87,-118.19,1.783
19526,3.9886,16.0,3960.0,716.0,1776.0,724.0,37.65,-120.97,1.375
3900,2.2304,42.0,1558.0,322.0,884.0,334.0,34.2,-118.5,2.038
9367,4.7344,18.0,878.0,255.0,384.0,247.0,37.94,-122.53,2.0
17248,1.4722,52.0,329.0,109.0,291.0,102.0,34.42,-119.7,3.5
664,3.9702,36.0,1266.0,228.0,606.0,239.0,37.7,-122.14,1.941
13557,3.1213,27.0,2053.0,461.0,1737.0,463.0,34.1,-117.32,0.788
18752,1.6429,23.0,2248.0,489.0,1132.0,444.0,40.63,-122.42,0.804
1482,1.837,27.0,2587.0,729.0,1500.0,623.0,37.96,-122.04,1.75
12231,2.964,14.0,6027.0,1148.0,3136.0,1036.0,33.75,-116.93,1.215
4727,4.0217,52.0,2402.0,506.0,878.0,464.0,34.06,-118.37,5.00001
15059,1.8937,21.0,7906.0,2292.0,4868.0,2117.0,32.8,-116.94,1.098
13403,4.1797,6.0,10565.0,1767.0,5690.0,1555.0,34.12,-117.47,1.41
8297,3.5214,50.0,2960.0,761.0,1179.0,718.0,33.76,-118.14,3.981
9097,5.0839,25.0,3080.0,587.0,1558.0,510.0,34.73,-118.61,1.567
9526,1.7813,33.0,1320.0,303.0,1048.0,303.0,39.13,-123.16,0.947
4465,3.0241,38.0,2965.0,665.0,2128.0,650.0,34.07,-118.19,1.663
12260,2.0135,21.0,2990.0,691.0,2108.0,660.0,33.79,-116.96,0.83
13025,3.4896,9.0,2200.0,422.0,938.0,369.0,38.68,-121.2,1.438
16061,4.3281,49.0,1637.0,304.0,729.0,281.0,37.76,-122.49,3.231
11165,3.2539,25.0,3434.0,835.0,1749.0,657.0,33.83,-117.99,1.99
5153,1.2969,44.0,1513.0,369.0,1088.0,344.0,33.95,-118.26,0.944
5827,4.375,51.0,1502.0,243.0,586.0,231.0,34.19,-118.3,3.324
10224,3.0893,25.0,1492.0,439.0,755.0,389.0,33.87,-117.89,1.882
5062,1.4625,37.0,1971.0,513.0,1673.0,464.0,33.99,-118.28,1.03
3728,3.8906,31.0,2417.0,510.0,1102.0,507.0,34.18,-118.43,2.822
15152,10.6186,17.0,3430.0,425.0,1468.0,433.0,33.01,-117.05,4.293
19233,4.75,20.0,2806.0,477.0,1369.0,460.0,38.47,-122.66,1.905
7652,4.35,28.0,2152.0,415.0,1623.0,429.0,33.83,-118.27,2.005
14474,6.3955,25.0,4229.0,601.0,1634.0,574.0,32.85,-117.23,3.167
20364,6.187,18.0,2730.0,415.0,1248.0,412.0,34.18,-118.93,2.879
2569,3.4219,35.0,2426.0,423.0,982.0,432.0,40.78,-124.14,0.928
1103,2.3036,22.0,1468.0,285.0,611.0,235.0,39.97,-121.51,0.73
9864,4.3269,34.0,3852.0,733.0,1661.0,696.0,36.59,-121.84,2.213
2249,5.4513,33.0,3972.0,594.0,1324.0,561.0,36.81,-119.81,1.433
16381,2.8523,4.0,1515.0,384.0,491.0,348.0,38.02,-121.3,0.875
1670,2.5517,52.0,1736.0,358.0,638.0,297.0,38.05,-122.23,1.471
9052,1.125,46.0,40.0,10.0,14.0,7.0,34.71,-118.12,2.25
20155,5.75,16.0,630.0,117.0,343.0,100.0,34.42,-119.23,3.25
171,2.181,52.0,1339.0,391.0,1086.0,363.0,37.79,-122.25,1.388
10647,4.1591,41.0,2017.0,489.0,783.0,403.0,33.53,-117.8,5.00001
11437,7.8453,21.0,2030.0,318.0,910.0,311.0,33.65,-117.96,3.433
17199,7.9248,21.0,2377.0,322.0,1007.0,328.0,34.48,-119.78,5.00001
18771,1.3904,30.0,1270.0,365.0,840.0,324.0,40.44,-122.29,0.481
10461,6.0873,19.0,7034.0,1139.0,2824.0,1068.0,33.46,-117.65,2.773
18359,7.5794,37.0,1795.0,285.0,791.0,261.0,37.35,-122.09,5.00001
14051,2.1563,22.0,2623.0,732.0,1283.0,718.0,32.76,-117.13,1.271
9734,4.1696,18.0,1819.0,283.0,919.0,295.0,36.82,-121.64,2.225
9118,3.7636,6.0,9882.0,1892.0,4892.0,1621.0,34.57,-118.14,1.676
18617,3.8854,17.0,4977.0,994.0,1987.0,947.0,37.04,-122.04,3.123
7485,2.5833,37.0,1705.0,403.0,1839.0,410.0,33.92,-118.21,1.327
2293,2.7222,24.0,3748.0,770.0,1827.0,719.0,36.8,-119.77,0.831
18531,2.7125,35.0,1053.0,263.0,552.0,237.0,36.98,-122.02,2.175
7082,4.2708,35.0,1323.0,235.0,807.0,247.0,33.94,-118.01,1.748
12885,2.7011,8.0,3322.0,805.0,1694.0,774.0,38.66,-121.35,1.307
6905,3.5272,36.0,1493.0,316.0,989.0,293.0,34.03,-118.11,2.137
13802,4.8623,18.0,5210.0,912.0,1301.0,464.0,34.34,-117.61,1.769
2449,4.2045,16.0,2703.0,415.0,1106.0,372.0,36.52,-119.54,1.209
13683,3.016,6.0,2383.0,606.0,1301.0,488.0,34.14,-117.24,1.075
6650,2.8125,24.0,1125.0,341.0,579.0,321.0,34.15,-118.13,1.417
312,2.0469,41.0,2036.0,510.0,1412.0,454.0,37.77,-122.19,0.893
1798,1.9375,42.0,1796.0,389.0,1107.0,372.0,37.93,-122.36,0.87
19783,2.3667,20.0,3758.0,798.0,1685.0,757.0,40.78,-122.93,0.912
12523,1.7328,44.0,1986.0,573.0,1044.0,490.0,38.56,-121.47,0.881
3945,6.1074,26.0,3234.0,517.0,1597.0,513.0,34.21,-118.62,2.586
15691,10.8783,52.0,1335.0,151.0,402.0,157.0,37.79,-122.44,5.00001
11808,4.0679,24.0,2558.0,423.0,1149.0,403.0,38.91,-121.11,1.905
18389,8.3065,14.0,7174.0,950.0,2782.0,899.0,37.24,-121.88,3.942
16467,1.9238,39.0,2614.0,634.0,1862.0,654.0,38.13,-121.27,0.707
3786,2.3851,44.0,2295.0,560.0,1543.0,528.0,34.17,-118.36,1.941
3070,1.7418,8.0,3271.0,797.0,2700.0,688.0,35.79,-119.25,0.622
9631,2.6087,21.0,1937.0,389.0,1002.0,373.0,37.25,-121.0,0.962
16283,2.7829,24.0,1438.0,351.0,1294.0,342.0,37.93,-121.29,0.618
8030,3.5465,35.0,3008.0,674.0,1584.0,671.0,33.84,-118.13,2.132
4132,3.25,52.0,2465.0,611.0,1433.0,570.0,34.13,-118.21,2.142
11850,2.2101,16.0,2534.0,557.0,638.0,244.0,39.86,-121.14,0.888
2119,1.6073,14.0,6202.0,1551.0,5561.0,1435.0,36.74,-119.73,0.647
11345,4.0313,19.0,1920.0,471.0,1413.0,432.0,33.75,-117.92,1.475
704,3.2829,5.0,3785.0,936.0,2240.0,792.0,37.63,-122.05,1.625
9518,2.6012,16.0,2577.0,495.0,1232.0,488.0,39.15,-123.19,1.256
6855,3.505,28.0,3855.0,922.0,2517.0,874.0,34.06,-118.15,2.043
15376,1.995,8.0,1755.0,530.0,1687.0,511.0,33.37,-117.25,1.469
16121,3.7419,52.0,2059.0,416.0,999.0,402.0,37.79,-122.46,5.00001
16468,2.5587,37.0,2232.0,504.0,1455.0,471.0,38.12,-121.27,0.878
2781,0.8585,15.0,1448.0,378.0,949.0,300.0,32.76,-114.63,0.45
5495,5.8083,10.0,1526.0,339.0,705.0,268.0,34.0,-118.4,3.218
17693,5.7078,17.0,2277.0,428.0,1887.0,422.0,37.28,-121.81,2.17
14453,2.9306,41.0,1420.0,338.0,640.0,314.0,32.84,-117.28,3.603
14211,2.85,38.0,1481.0,317.0,1080.0,291.0,32.68,-117.06,1.258
309,2.0556,52.0,1748.0,362.0,1029.0,366.0,37.77,-122.18,1.0
2755,2.3319,15.0,3414.0,666.0,2097.0,622.0,32.68,-115.48,0.912
18646,2.1771,15.0,3044.0,786.0,1306.0,693.0,36.97,-121.99,2.132
2022,2.1458,22.0,354.0,121.0,530.0,115.0,36.72,-119.78,0.344
13682,2.5625,16.0,2577.0,521.0,956.0,472.0,34.14,-117.23,1.294
15585,3.0089,36.0,992.0,224.0,334.0,126.0,33.09,-116.58,1.344
13728,2.4943,29.0,3436.0,731.0,1323.0,676.0,34.05,-117.18,1.223
11404,5.5501,17.0,3318.0,502.0,1520.0,498.0,33.72,-117.92,2.742
20575,3.75,38.0,575.0,107.0,259.0,109.0,38.72,-121.9,1.875
14846,4.069,28.0,1485.0,275.0,820.0,283.0,32.69,-117.07,1.533
14415,3.4306,18.0,2539.0,616.0,964.0,526.0,32.79,-117.24,2.75
16336,3.7206,12.0,6217.0,1019.0,3771.0,961.0,38.04,-121.35,1.46
13898,1.6136,14.0,6438.0,1719.0,1586.0,691.0,34.23,-116.62,0.674
7732,3.3681,31.0,3205.0,727.0,1647.0,664.0,33.93,-118.14,2.239
161,3.0149,52.0,2087.0,510.0,1197.0,488.0,37.8,-122.25,2.184
13650,1.9926,37.0,953.0,231.0,611.0,230.0,34.08,-117.31,0.815
16666,5.4287,9.0,2568.0,421.0,1149.0,398.0,35.27,-120.71,3.316
10738,5.1048,37.0,2088.0,510.0,673.0,390.0,33.6,-117.91,5.00001
299,2.4333,38.0,1764.0,397.0,987.0,354.0,37.76,-122.17,0.982
10571,4.7341,4.0,10175.0,2181.0,4762.0,1929.0,33.66,-117.67,2.374
6603,3.5887,44.0,2195.0,449.0,1377.0,417.0,34.19,-118.16,1.535
19616,0.536,33.0,69.0,28.0,47.0,14.0,37.44,-121.31,1.125
7674,4.6976,36.0,2381.0,419.0,1669.0,444.0,33.92,-118.09,1.711
16385,3.75,10.0,69.0,16.0,50.0,20.0,38.01,-121.29,1.208
15046,6.2609,8.0,3600.0,492.0,1421.0,482.0,32.77,-116.9,3.071
18850,1.1915,45.0,1393.0,294.0,521.0,249.0,41.31,-122.32,0.719
11669,3.4306,29.0,2307.0,452.0,1218.0,402.0,33.86,-118.01,1.942
5526,6.1333,37.0,1629.0,275.0,668.0,266.0,33.97,-118.41,3.872
4454,1.3125,37.0,299.0,89.0,318.0,92.0,34.1,-118.17,1.458
13888,2.0,15.0,3149.0,713.0,1281.0,486.0,34.85,-116.51,0.647
15896,1.1125,28.0,1609.0,340.0,1064.0,290.0,37.72,-122.39,2.063
11233,3.7917,32.0,2726.0,556.0,1513.0,531.0,33.82,-117.96,1.974
17303,2.7864,22.0,2323.0,727.0,1301.0,478.0,34.38,-119.53,3.0
1122,2.0882,20.0,1384.0,257.0,557.0,232.0,39.76,-121.57,1.049
8636,7.9614,43.0,2492.0,449.0,1033.0,437.0,33.88,-118.41,5.00001
8812,4.6042,36.0,2715.0,474.0,1303.0,457.0,33.75,-118.31,3.573
12710,2.8,34.0,1151.0,234.0,563.0,251.0,38.59,-121.39,1.136
1076,3.1125,11.0,7212.0,1355.0,3264.0,1264.0,39.75,-121.8,1.226
17227,2.8,27.0,1251.0,282.0,503.0,283.0,34.44,-119.74,3.53
18293,6.3967,36.0,1660.0,261.0,655.0,249.0,37.39,-122.11,5.00001
2288,2.293,28.0,3257.0,752.0,1981.0,712.0,36.78,-119.75,0.717
1198,2.3224,29.0,2220.0,471.0,1170.0,428.0,39.36,-121.69,0.562
18006,4.8542,31.0,3340.0,735.0,1891.0,686.0,37.3,-121.97,2.75
5964,7.7876,13.0,18448.0,2474.0,7775.0,2397.0,34.08,-117.81,3.489
12667,3.0625,12.0,4602.0,930.0,2299.0,860.0,38.48,-121.43,0.905
1913,4.0714,19.0,2967.0,528.0,112.0,48.0,39.01,-120.06,4.375
552,3.3571,52.0,1210.0,168.0,411.0,172.0,37.77,-122.26,4.054
16146,3.1392,52.0,2951.0,647.0,1448.0,591.0,37.78,-122.47,4.224
16251,2.5,43.0,527.0,133.0,367.0,152.0,37.96,-121.26,0.636
7563,1.9952,36.0,2326.0,543.0,2073.0,494.0,33.9,-118.19,1.129
8970,4.6687,44.0,2122.0,385.0,1012.0,367.0,34.0,-118.4,3.443
777,4.4427,31.0,1797.0,327.0,796.0,319.0,37.65,-122.1,2.045
1749,4.0417,34.0,2070.0,357.0,784.0,294.0,37.96,-122.32,1.828
6403,3.9464,32.0,3308.0,718.0,1803.0,667.0,34.13,-118.02,2.736
18975,1.9954,30.0,2081.0,456.0,1005.0,438.0,38.24,-122.04,0.929
13428,2.7827,9.0,4288.0,1017.0,3156.0,900.0,34.1,-117.45,1.058
12181,2.0878,16.0,2876.0,576.0,1859.0,545.0,33.77,-117.27,1.013
3767,5.451,35.0,2922.0,507.0,1130.0,485.0,34.17,-118.43,3.418
17286,3.2895,26.0,1648.0,378.0,954.0,405.0,34.41,-119.72,3.35
16460,7.6889,11.0,1792.0,252.0,767.0,263.0,38.12,-121.3,2.293
6837,3.2344,36.0,2433.0,585.0,1565.0,563.0,34.08,-118.12,2.349
19383,2.3523,28.0,1208.0,232.0,535.0,232.0,37.77,-120.86,0.947
2746,4.0375,29.0,2321.0,367.0,1173.0,360.0,32.78,-115.57,0.864
10848,4.0341,26.0,5761.0,1326.0,2681.0,1116.0,33.66,-117.91,2.433
15448,5.0195,19.0,3337.0,565.0,1646.0,554.0,33.18,-117.24,2.002
9599,2.6797,36.0,2162.0,433.0,1048.0,451.0,37.31,-120.5,0.818
17953,6.3716,30.0,2645.0,462.0,1506.0,480.0,37.33,-121.98,3.305
15079,2.1422,19.0,1573.0,471.0,844.0,414.0,32.81,-116.97,1.25
8460,3.5313,39.0,1166.0,222.0,640.0,206.0,33.9,-118.36,2.304
2598,1.0486,31.0,938.0,238.0,425.0,157.0,41.32,-123.85,0.367
12044,4.0556,16.0,5418.0,1005.0,2690.0,1088.0,33.89,-117.51,1.58
9481,2.3333,18.0,2821.0,628.0,1636.0,615.0,39.39,-123.34,0.84
17241,3.5208,49.0,1785.0,386.0,1267.0,380.0,34.43,-119.68,2.512
17406,3.6422,26.0,1058.0,232.0,891.0,243.0,34.94,-120.45,1.206
9431,3.1429,20.0,1982.0,358.0,308.0,132.0,38.26,-122.96,2.409
11791,6.0,20.0,3118.0,500.0,1405.0,519.0,38.87,-121.19,2.094
20583,3.875,31.0,371.0,74.0,208.0,84.0,38.73,-122.0,1.375
18620,5.2078,30.0,2077.0,342.0,816.0,328.0,37.0,-122.03,4.405
16847,3.8214,46.0,2975.0,643.0,1479.0,577.0,37.61,-122.41,2.736
18598,5.0165,35.0,6422.0,1380.0,2755.0,1064.0,37.17,-122.16,2.023
14347,3.175,20.0,1165.0,269.0,459.0,244.0,32.74,-117.18,1.917
8381,2.7284,21.0,1802.0,556.0,1286.0,557.0,33.96,-118.36,1.469
11953,3.2731,20.0,5998.0,1320.0,3185.0,1199.0,33.93,-117.45,1.139
14641,4.5987,29.0,1213.0,228.0,654.0,246.0,32.79,-117.2,2.556
148,3.0298,52.0,2286.0,464.0,1073.0,441.0,37.8,-122.22,1.996
20369,5.8652,20.0,1288.0,179.0,539.0,181.0,34.18,-118.9,3.026
8044,5.0719,36.0,2220.0,367.0,1002.0,351.0,33.84,-118.16,2.195
15745,2.8202,52.0,4014.0,1069.0,2070.0,927.0,37.78,-122.43,4.429
9719,2.5195,23.0,2392.0,721.0,3074.0,718.0,36.9,-121.73,1.369
20258,3.015,36.0,2028.0,523.0,2751.0,496.0,34.2,-119.17,1.493
10102,4.1321,35.0,1887.0,328.0,989.0,351.0,33.93,-117.97,1.981
9816,4.0313,39.0,869.0,173.0,406.0,165.0,36.62,-121.93,2.538
11670,4.5,28.0,4097.0,838.0,2112.0,803.0,33.84,-118.01,2.021
10311,8.1117,8.0,4874.0,627.0,2070.0,619.0,33.88,-117.77,4.102
15069,2.9784,35.0,1113.0,236.0,681.0,246.0,32.78,-116.97,1.364
13946,4.9716,16.0,8020.0,1432.0,1749.0,540.0,34.26,-117.22,1.625
12917,4.6302,19.0,5407.0,838.0,1927.0,804.0,38.64,-121.31,1.954
15481,5.5696,17.0,1149.0,182.0,702.0,192.0,33.15,-117.14,1.684
11138,4.0061,30.0,2513.0,476.0,1611.0,472.0,33.85,-117.97,1.829
12853,2.4844,35.0,1565.0,290.0,861.0,277.0,38.68,-121.38,0.77
19225,6.0298,23.0,2296.0,356.0,902.0,334.0,38.48,-122.72,2.891
10320,7.2554,16.0,3781.0,504.0,1665.0,499.0,33.85,-117.78,3.356
17314,3.2569,14.0,1289.0,277.0,693.0,237.0,34.72,-120.27,2.308
17475,5.0767,25.0,3160.0,507.0,1514.0,523.0,34.44,-119.89,2.712
16217,2.7656,5.0,123.0,21.0,50.0,20.0,37.96,-121.32,0.5
14714,3.0035,16.0,1561.0,378.0,574.0,350.0,32.8,-117.05,0.946
20442,7.7785,13.0,1841.0,237.0,833.0,231.0,34.25,-118.78,4.047
5852,3.5875,39.0,1995.0,564.0,1202.0,544.0,34.17,-118.32,2.5
11719,4.5795,18.0,2245.0,392.0,421.0,162.0,39.21,-120.11,1.583
15507,4.3846,15.0,1497.0,250.0,827.0,239.0,33.14,-117.08,1.542
5677,5.3074,42.0,1297.0,246.0,611.0,242.0,33.67,-118.31,4.019
15563,4.2813,17.0,2385.0,372.0,1118.0,369.0,33.13,-117.05,1.699
4536,2.2083,52.0,497.0,132.0,547.0,121.0,34.03,-118.21,1.463
18600,5.5785,17.0,1457.0,289.0,591.0,235.0,37.15,-122.18,2.841
145,5.2402,52.0,1389.0,212.0,510.0,224.0,37.81,-122.21,2.964
14070,2.3594,43.0,2336.0,644.0,1203.0,614.0,32.76,-117.12,1.278
13500,2.225,37.0,1834.0,393.0,1198.0,348.0,34.14,-117.34,0.816
9366,5.9582,18.0,1804.0,284.0,600.0,241.0,37.94,-122.52,5.00001
3264,3.8333,24.0,1098.0,193.0,353.0,145.0,39.12,-123.07,0.926
3333,1.8417,13.0,520.0,115.0,249.0,109.0,38.92,-122.62,0.847
2839,3.996,36.0,1896.0,315.0,937.0,303.0,35.41,-118.97,0.855
18749,2.6488,21.0,2405.0,476.0,1197.0,412.0,40.5,-122.28,0.831
6654,2.8631,30.0,1762.0,416.0,940.0,398.0,34.16,-118.12,1.886
20016,2.5893,21.0,1344.0,249.0,868.0,221.0,36.1,-119.06,0.636
15112,4.7717,19.0,2121.0,341.0,1236.0,353.0,32.86,-116.98,1.532
12115,4.2775,5.0,13096.0,2208.0,6780.0,2180.0,33.95,-117.25,1.387
6953,3.3562,40.0,1723.0,370.0,1221.0,370.0,33.98,-118.06,1.692
20279,4.2212,27.0,1035.0,229.0,782.0,222.0,34.18,-119.2,1.854
18119,5.6511,15.0,5132.0,1059.0,2156.0,982.0,37.32,-122.03,4.048
5975,2.8818,50.0,2388.0,494.0,1241.0,459.0,34.1,-117.77,1.672
7789,4.537,29.0,1138.0,217.0,964.0,222.0,33.89,-118.07,1.853
7336,2.3,37.0,1184.0,290.0,1320.0,276.0,33.98,-118.15,1.656
8576,5.9596,43.0,1394.0,321.0,552.0,296.0,33.9,-118.42,5.00001
823,2.8971,16.0,1642.0,346.0,705.0,351.0,37.61,-122.05,1.639
2114,1.3278,32.0,2072.0,497.0,2002.0,470.0,36.76,-119.75,0.445
1399,6.0859,21.0,9135.0,1534.0,3748.0,1502.0,37.96,-122.08,2.66
10489,2.1935,15.0,2782.0,579.0,983.0,525.0,33.49,-117.67,1.833
17453,5.6177,21.0,2535.0,383.0,1012.0,368.0,34.71,-120.47,1.838
5762,3.7083,31.0,1262.0,338.0,1019.0,332.0,34.16,-118.29,2.419
4033,7.8392,36.0,2127.0,297.0,761.0,274.0,34.17,-118.55,5.00001
10941,3.1964,29.0,720.0,174.0,1045.0,181.0,33.74,-117.88,1.519
9832,3.1912,33.0,1740.0,342.0,638.0,329.0,36.63,-121.93,3.198
10616,2.4233,5.0,1256.0,256.0,880.0,288.0,33.69,-117.81,4.5
17070,6.2007,4.0,5233.0,1109.0,1690.0,907.0,37.53,-122.26,3.118
20418,6.7805,27.0,1931.0,261.0,736.0,244.0,34.19,-118.86,3.929
5155,1.3971,37.0,1625.0,383.0,1243.0,350.0,33.96,-118.26,0.898
12292,2.1581,33.0,376.0,83.0,267.0,88.0,33.93,-116.98,0.683
14349,1.0612,15.0,1716.0,702.0,914.0,672.0,32.75,-117.21,3.0
13582,1.0951,40.0,2198.0,612.0,1517.0,531.0,34.12,-117.29,0.658
17110,15.0001,40.0,1777.0,207.0,577.0,207.0,37.46,-122.21,5.00001
2384,2.3618,38.0,949.0,190.0,578.0,187.0,36.64,-119.39,0.8
14698,3.1964,31.0,2019.0,417.0,872.0,386.0,32.79,-117.09,1.777
907,4.8403,28.0,2414.0,415.0,1106.0,453.0,37.55,-121.99,2.686
16073,4.8516,52.0,2226.0,385.0,1177.0,416.0,37.75,-122.49,3.238
2873,1.7467,41.0,1463.0,339.0,1066.0,318.0,35.37,-118.96,0.524
5587,3.125,30.0,3096.0,757.0,2048.0,704.0,33.8,-118.31,2.333
1162,2.334,30.0,3085.0,610.0,1688.0,575.0,39.51,-121.52,0.722
13045,7.2582,4.0,11021.0,1565.0,3857.0,1494.0,38.63,-121.24,2.732
15857,4.0042,52.0,624.0,170.0,410.0,148.0,37.76,-122.39,2.083
7302,3.3869,40.0,1547.0,434.0,1930.0,427.0,33.99,-118.19,1.573
6608,3.7222,49.0,1678.0,277.0,737.0,287.0,34.19,-118.14,2.37
1353,2.1013,9.0,3360.0,833.0,2041.0,810.0,38.02,-121.95,1.007
15409,4.1316,20.0,1962.0,334.0,1173.0,349.0,33.22,-117.24,1.625
7839,3.8,42.0,856.0,167.0,748.0,195.0,33.91,-118.17,1.458
1966,1.7266,21.0,1728.0,417.0,731.0,334.0,38.76,-120.59,0.947
7235,2.3929,46.0,1746.0,447.0,1296.0,392.0,34.01,-118.14,1.568
20617,3.3021,20.0,561.0,109.0,308.0,114.0,39.06,-121.53,0.708
10686,5.6877,16.0,4134.0,740.0,2103.0,745.0,33.62,-117.74,2.314
11310,3.7303,32.0,2296.0,560.0,1376.0,532.0,33.78,-117.95,1.885
45,2.6768,52.0,1656.0,420.0,718.0,382.0,37.83,-122.26,1.823
17037,4.224,43.0,2607.0,477.0,1225.0,461.0,37.49,-122.25,3.496
10727,12.3411,4.0,1741.0,225.0,811.0,233.0,33.64,-117.81,5.00001
14595,4.6875,28.0,2291.0,371.0,1098.0,382.0,32.82,-117.16,1.88
10909,4.125,32.0,691.0,151.0,926.0,148.0,33.74,-117.86,1.759
638,2.9097,31.0,1616.0,372.0,739.0,379.0,37.72,-122.15,2.109
8652,5.1677,18.0,5152.0,1365.0,2286.0,1243.0,33.86,-118.4,3.808
9688,4.1675,32.0,4089.0,735.0,2927.0,713.0,36.7,-121.64,1.425
13243,8.4839,9.0,3877.0,490.0,1815.0,490.0,34.14,-117.65,4.067
4784,3.0132,47.0,1082.0,198.0,455.0,193.0,34.03,-118.32,2.232
17271,4.0451,27.0,3782.0,771.0,1742.0,751.0,34.4,-119.71,3.951
17161,11.3176,28.0,4518.0,578.0,1489.0,559.0,37.38,-122.21,5.00001
10728,8.8742,31.0,5488.0,1055.0,1938.0,964.0,33.6,-117.88,5.00001
8625,7.6685,33.0,2496.0,387.0,1098.0,404.0,33.88,-118.39,4.743
